level,user,password,team,province,date
10,TEST-LilyLittle,TEST-TEST-LilyLittle,TEST-Ottawa 67's,BC,2022-01-29
1,TEST-NinaHammond,TEST-TEST-NinaHammond,TEST-Barrie Colts,ON,2022-01-01
2,TEST-DaronAntcliff,TEST-TEST-DaronAntcliff,TEST-Peterborough Petes,YT,2022-02-01
4,TEST-RitaFlanders,TEST-TEST-RitaFlanders,TEST-Sarnia Sting,MB,2022-01-31
2,TEST-OwenTodd,TEST-TEST-OwenTodd,TEST-Windsor Spitfires,AB,2022-02-15
4,TEST-SebastianFreeburn,TEST-TEST-SebastianFreeburn,TEST-London Knights,NL,2022-02-02
5,TEST-BenjaminClark,TEST-TEST-BenjaminClark,TEST-Hamilton Bulldogs,BC,2022-02-27
10,TEST-KurtWeston,TEST-TEST-KurtWeston,TEST-North Bay Battalion,NT,2022-01-10
7,TEST-ElijahAndersson,TEST-TEST-ElijahAndersson,TEST-Windsor Spitfires,AB,2022-01-16
8,TEST-KiethMcneill,TEST-TEST-KiethMcneill,TEST-Kitchener Rangers,NS,2022-03-03
9,TEST-AlanSaunders,TEST-TEST-AlanSaunders,TEST-Niagara IceDogs,QC,2022-01-03
9,TEST-GwenythReese,TEST-TEST-GwenythReese,TEST-Ottawa 67's,BC,2022-01-10
1,TEST-MollyBailey,TEST-TEST-MollyBailey,TEST-Hamilton Bulldogs,BC,2022-01-20
8,TEST-ShannonWillson,TEST-TEST-ShannonWillson,TEST-Kingston Frontenacs,PE,2022-01-18
6,TEST-BridgetHood,TEST-TEST-BridgetHood,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-21
3,TEST-LailaRiley,TEST-TEST-LailaRiley,TEST-Niagara IceDogs,QC,2022-01-29
2,TEST-VioletThatcher,TEST-TEST-VioletThatcher,TEST-Hamilton Bulldogs,BC,2022-01-21
8,TEST-RonWilson,TEST-TEST-RonWilson,TEST-Kitchener Rangers,NS,2022-01-15
10,TEST-WendyRogers,TEST-TEST-WendyRogers,TEST-Hamilton Bulldogs,BC,2022-01-11
10,TEST-JoshHobbs,TEST-TEST-JoshHobbs,TEST-Kingston Frontenacs,PE,2022-02-05
8,TEST-ElleLocke,TEST-TEST-ElleLocke,TEST-Ottawa 67's,BC,2022-02-14
4,TEST-LynnWatt,TEST-TEST-LynnWatt,TEST-Owen Sound Attack,NS,2022-02-11
8,TEST-EmelyLomax,TEST-TEST-EmelyLomax,TEST-Windsor Spitfires,AB,2022-02-02
9,TEST-LynnLeslie,TEST-TEST-LynnLeslie,TEST-Hamilton Bulldogs,BC,2022-02-20
3,TEST-BernadetteWalker,TEST-TEST-BernadetteWalker,TEST-Windsor Spitfires,AB,2022-02-20
9,TEST-JoshJordan,TEST-TEST-JoshJordan,TEST-Sudbury Wolves,NB,2022-01-14
9,TEST-AbdulDenton,TEST-TEST-AbdulDenton,TEST-Mississauga Steelheads,MB,2022-01-01
2,TEST-RoccoGordon,TEST-TEST-RoccoGordon,TEST-Hamilton Bulldogs,BC,2022-02-08
1,TEST-DaronNoach,TEST-TEST-DaronNoach,TEST-Windsor Spitfires,AB,2022-02-04
10,TEST-MarilynRoth,TEST-TEST-MarilynRoth,TEST-Oshawa Generals,AB,2022-01-16
9,TEST-BelindaHamilton,TEST-TEST-BelindaHamilton,TEST-Ottawa 67's,BC,2022-01-09
2,TEST-JoyWiddows,TEST-TEST-JoyWiddows,TEST-Kitchener Rangers,NS,2022-01-29
9,TEST-LucasSylvester,TEST-TEST-LucasSylvester,TEST-Barrie Colts,ON,2022-03-03
7,TEST-AbbeyGriffiths,TEST-TEST-AbbeyGriffiths,TEST-Niagara IceDogs,QC,2022-02-05
8,TEST-LukeJarvis,TEST-TEST-LukeJarvis,TEST-North Bay Battalion,NT,2022-01-15
2,TEST-DougSpencer,TEST-TEST-DougSpencer,TEST-Barrie Colts,ON,2022-02-16
7,TEST-ChelseaWilliams,TEST-TEST-ChelseaWilliams,TEST-Niagara IceDogs,QC,2022-02-19
2,TEST-NateOsman,TEST-TEST-NateOsman,TEST-London Knights,NL,2022-02-12
3,TEST-JoshRing,TEST-TEST-JoshRing,TEST-North Bay Battalion,NT,2022-02-19
4,TEST-AnthonyCann,TEST-TEST-AnthonyCann,TEST-Owen Sound Attack,NS,2022-01-05
10,TEST-PaytonSkinner,TEST-TEST-PaytonSkinner,TEST-Guelph Storm,NU,2022-01-24
1,TEST-SamanthaWright,TEST-TEST-SamanthaWright,TEST-Ottawa 67's,BC,2022-01-27
1,TEST-EllenWallace,TEST-TEST-EllenWallace,TEST-Ottawa 67's,BC,2022-03-02
1,TEST-StacyJefferson,TEST-TEST-StacyJefferson,TEST-Kingston Frontenacs,PE,2022-02-18
10,TEST-BradUtterson,TEST-TEST-BradUtterson,TEST-Sault Ste. Marie Greyhounds,SK,2022-01-16
3,TEST-MasonAshwell,TEST-TEST-MasonAshwell,TEST-Oshawa Generals,AB,2022-02-22
4,TEST-BradRadcliffe,TEST-TEST-BradRadcliffe,TEST-Hamilton Bulldogs,BC,2022-01-02
7,TEST-ManuelUtterson,TEST-TEST-ManuelUtterson,TEST-Guelph Storm,NU,2022-02-19
5,TEST-DomenicSpeed,TEST-TEST-DomenicSpeed,TEST-Kitchener Rangers,NS,2022-01-12
7,TEST-GeorgiaCooper,TEST-TEST-GeorgiaCooper,TEST-Hamilton Bulldogs,BC,2022-01-06
10,TEST-DannyTate,TEST-TEST-DannyTate,TEST-Hamilton Bulldogs,BC,2022-01-22
9,TEST-IvyIsaac,TEST-TEST-IvyIsaac,TEST-Kitchener Rangers,NS,2022-01-11
2,TEST-BeatriceThomas,TEST-TEST-BeatriceThomas,TEST-Guelph Storm,NU,2022-01-13
5,TEST-MasonConnor,TEST-TEST-MasonConnor,TEST-Kingston Frontenacs,PE,2022-02-26
4,TEST-MarvinGilbert,TEST-TEST-MarvinGilbert,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-22
6,TEST-CedrickRothwell,TEST-TEST-CedrickRothwell,TEST-Peterborough Petes,YT,2022-01-14
8,TEST-CalebUddin,TEST-TEST-CalebUddin,TEST-Mississauga Steelheads,MB,2022-02-04
5,TEST-DenisTindall,TEST-TEST-DenisTindall,TEST-Guelph Storm,NU,2022-01-13
6,TEST-MollyWarren,TEST-TEST-MollyWarren,TEST-Owen Sound Attack,NS,2022-02-16
3,TEST-ClintTailor,TEST-TEST-ClintTailor,TEST-London Knights,NL,2022-01-28
3,TEST-ManuelSnell,TEST-TEST-ManuelSnell,TEST-Guelph Storm,NU,2022-01-29
10,TEST-CarolButler,TEST-TEST-CarolButler,TEST-Windsor Spitfires,AB,2022-02-11
3,TEST-ClintPope,TEST-TEST-ClintPope,TEST-Windsor Spitfires,AB,2022-01-06
2,TEST-BorisRichards,TEST-TEST-BorisRichards,TEST-London Knights,NL,2022-01-05
5,TEST-RoccoPhillips,TEST-TEST-RoccoPhillips,TEST-Mississauga Steelheads,MB,2022-02-03
7,TEST-HollyGallacher,TEST-TEST-HollyGallacher,TEST-Owen Sound Attack,NS,2022-01-29
7,TEST-AlexaWhite,TEST-TEST-AlexaWhite,TEST-Sarnia Sting,MB,2022-02-13
4,TEST-JuliusJeffery,TEST-TEST-JuliusJeffery,TEST-Windsor Spitfires,AB,2022-02-25
8,TEST-RonPierce,TEST-TEST-RonPierce,TEST-Windsor Spitfires,AB,2022-02-13
10,TEST-MarjorieRichardson,TEST-TEST-MarjorieRichardson,TEST-London Knights,NL,2022-01-17
9,TEST-EllyFreeburn,TEST-TEST-EllyFreeburn,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-19
1,TEST-JoyWalter,TEST-TEST-JoyWalter,TEST-Kitchener Rangers,NS,2022-02-05
2,TEST-AnthonyFlack,TEST-TEST-AnthonyFlack,TEST-Kingston Frontenacs,PE,2022-02-02
2,TEST-LukeWeasley,TEST-TEST-LukeWeasley,TEST-Peterborough Petes,YT,2022-01-30
2,TEST-ChesterRichards,TEST-TEST-ChesterRichards,TEST-Mississauga Steelheads,MB,2022-02-27
2,TEST-BarryThomas,TEST-TEST-BarryThomas,TEST-Kitchener Rangers,NS,2022-02-08
8,TEST-LucasRivers,TEST-TEST-LucasRivers,TEST-Mississauga Steelheads,MB,2022-01-10
1,TEST-DaronKirby,TEST-TEST-DaronKirby,TEST-Hamilton Bulldogs,BC,2022-02-17
6,TEST-PercySpeed,TEST-TEST-PercySpeed,TEST-Hamilton Bulldogs,BC,2022-02-26
3,TEST-BarneyWild,TEST-TEST-BarneyWild,TEST-Sarnia Sting,MB,2022-02-08
10,TEST-CaitlynBaxter,TEST-TEST-CaitlynBaxter,TEST-Owen Sound Attack,NS,2022-02-05
7,TEST-JulianSmith,TEST-TEST-JulianSmith,TEST-Barrie Colts,ON,2022-02-15
6,TEST-JaydenVangness,TEST-TEST-JaydenVangness,TEST-Barrie Colts,ON,2022-02-05
1,TEST-CarlRodwell,TEST-TEST-CarlRodwell,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-26
5,TEST-JazminClifford,TEST-TEST-JazminClifford,TEST-Kitchener Rangers,NS,2022-01-07
2,TEST-BobBrennan,TEST-TEST-BobBrennan,TEST-Niagara IceDogs,QC,2022-02-16
5,TEST-AleksandraRussell,TEST-TEST-AleksandraRussell,TEST-Ottawa 67's,BC,2022-02-27
8,TEST-BenjaminPenn,TEST-TEST-BenjaminPenn,TEST-Kitchener Rangers,NS,2022-02-13
8,TEST-LunaPitt,TEST-TEST-LunaPitt,TEST-London Knights,NL,2022-01-09
10,TEST-JoyWarden,TEST-TEST-JoyWarden,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-21
2,TEST-MollyDunbar,TEST-TEST-MollyDunbar,TEST-Kitchener Rangers,NS,2022-03-03
8,TEST-LillianNurton,TEST-TEST-LillianNurton,TEST-Peterborough Petes,YT,2022-02-27
1,TEST-RonIrving,TEST-TEST-RonIrving,TEST-Owen Sound Attack,NS,2022-03-03
3,TEST-DannyAtkinson,TEST-TEST-DannyAtkinson,TEST-Hamilton Bulldogs,BC,2022-03-02
4,TEST-AngelinaWarren,TEST-TEST-AngelinaWarren,TEST-Sarnia Sting,MB,2022-02-07
8,TEST-ManuelHill,TEST-TEST-ManuelHill,TEST-Barrie Colts,ON,2022-02-18
5,TEST-NorahPlumb,TEST-TEST-NorahPlumb,TEST-North Bay Battalion,NT,2022-02-10
3,TEST-AdalieCamden,TEST-TEST-AdalieCamden,TEST-Niagara IceDogs,QC,2022-03-02
4,TEST-RufusYarwood,TEST-TEST-RufusYarwood,TEST-Kitchener Rangers,NS,2022-02-28
6,TEST-DannyCarpenter,TEST-TEST-DannyCarpenter,TEST-Niagara IceDogs,QC,2022-01-02
2,TEST-AnaliseCarter,TEST-TEST-AnaliseCarter,TEST-Ottawa 67's,BC,2022-02-25
10,TEST-AngeliqueAlcroft,TEST-TEST-AngeliqueAlcroft,TEST-Niagara IceDogs,QC,2022-01-25
1,TEST-EthanRodwell,TEST-TEST-EthanRodwell,TEST-Barrie Colts,ON,2022-01-12
1,TEST-JayleneMann,TEST-TEST-JayleneMann,TEST-Owen Sound Attack,NS,2022-01-05
3,TEST-JohnathanCasey,TEST-TEST-JohnathanCasey,TEST-London Knights,NL,2022-02-18
4,TEST-ErynPowell,TEST-TEST-ErynPowell,TEST-Hamilton Bulldogs,BC,2022-02-14
7,TEST-BethanyBenfield,TEST-TEST-BethanyBenfield,TEST-Mississauga Steelheads,MB,2022-01-11
7,TEST-ManuelEmmett,TEST-TEST-ManuelEmmett,TEST-Kitchener Rangers,NS,2022-01-06
8,TEST-ChadwickJenkins,TEST-TEST-ChadwickJenkins,TEST-Hamilton Bulldogs,BC,2022-01-07
5,TEST-MaxwellSimpson,TEST-TEST-MaxwellSimpson,TEST-Oshawa Generals,AB,2022-01-23
3,TEST-AlanNobbs,TEST-TEST-AlanNobbs,TEST-Peterborough Petes,YT,2022-01-20
5,TEST-ManuelAllcott,TEST-TEST-ManuelAllcott,TEST-Sudbury Wolves,NB,2022-01-12
10,TEST-JaneThomson,TEST-TEST-JaneThomson,TEST-Windsor Spitfires,AB,2022-01-08
4,TEST-ElijahMurray,TEST-TEST-ElijahMurray,TEST-Mississauga Steelheads,MB,2022-01-05
3,TEST-AngeliqueUddin,TEST-TEST-AngeliqueUddin,TEST-Sarnia Sting,MB,2022-02-16
7,TEST-RyanSanchez,TEST-TEST-RyanSanchez,TEST-Kingston Frontenacs,PE,2022-01-08
8,TEST-FredGates,TEST-TEST-FredGates,TEST-Kingston Frontenacs,PE,2022-01-29
1,TEST-FredMorrow,TEST-TEST-FredMorrow,TEST-Sudbury Wolves,NB,2022-02-14
9,TEST-JulietPond,TEST-TEST-JulietPond,TEST-Niagara IceDogs,QC,2022-02-07
2,TEST-AlbaArcher,TEST-TEST-AlbaArcher,TEST-London Knights,NL,2022-01-23
5,TEST-WendyPurvis,TEST-TEST-WendyPurvis,TEST-Niagara IceDogs,QC,2022-02-22
2,TEST-PhoebeVincent,TEST-TEST-PhoebeVincent,TEST-Mississauga Steelheads,MB,2022-02-20
3,TEST-JenniferDavies,TEST-TEST-JenniferDavies,TEST-Niagara IceDogs,QC,2022-02-25
7,TEST-CamdenDubois,TEST-TEST-CamdenDubois,TEST-North Bay Battalion,NT,2022-01-15
5,TEST-ValentinaPatel,TEST-TEST-ValentinaPatel,TEST-London Knights,NL,2022-01-08
2,TEST-MarvinWalker,TEST-TEST-MarvinWalker,TEST-Barrie Colts,ON,2022-02-27
9,TEST-JackPalmer,TEST-TEST-JackPalmer,TEST-Owen Sound Attack,NS,2022-01-14
1,TEST-RihannaFisher,TEST-TEST-RihannaFisher,TEST-Niagara IceDogs,QC,2022-01-01
1,TEST-MarigoldEdmonds,TEST-TEST-MarigoldEdmonds,TEST-Kingston Frontenacs,PE,2022-02-13
8,TEST-SageClarkson,TEST-TEST-SageClarkson,TEST-Kitchener Rangers,NS,2022-03-01
1,TEST-SylviaOgilvy,TEST-TEST-SylviaOgilvy,TEST-Mississauga Steelheads,MB,2022-02-24
8,TEST-JavierTennant,TEST-TEST-JavierTennant,TEST-Owen Sound Attack,NS,2022-01-22
7,TEST-ChrisBentley,TEST-TEST-ChrisBentley,TEST-Hamilton Bulldogs,BC,2022-01-23
10,TEST-HarryMichael,TEST-TEST-HarryMichael,TEST-Sarnia Sting,MB,2022-02-06
7,TEST-AnthonyLucas,TEST-TEST-AnthonyLucas,TEST-Niagara IceDogs,QC,2022-01-31
5,TEST-StephanieVentura,TEST-TEST-StephanieVentura,TEST-Oshawa Generals,AB,2022-02-28
8,TEST-CarolCamden,TEST-TEST-CarolCamden,TEST-Mississauga Steelheads,MB,2022-02-06
8,TEST-SashaGrey,TEST-TEST-SashaGrey,TEST-Windsor Spitfires,AB,2022-02-16
2,TEST-GinaPatel,TEST-TEST-GinaPatel,TEST-Peterborough Petes,YT,2022-01-20
3,TEST-LeahVeale,TEST-TEST-LeahVeale,TEST-Ottawa 67's,BC,2022-02-06
3,TEST-AlmaHilton,TEST-TEST-AlmaHilton,TEST-Sudbury Wolves,NB,2022-01-01
6,TEST-RaquelHastings,TEST-TEST-RaquelHastings,TEST-Sudbury Wolves,NB,2022-01-31
6,TEST-JohnnyBooth,TEST-TEST-JohnnyBooth,TEST-North Bay Battalion,NT,2022-02-17
2,TEST-BritneyCork,TEST-TEST-BritneyCork,TEST-Owen Sound Attack,NS,2022-01-19
2,TEST-EmmaFarrell,TEST-TEST-EmmaFarrell,TEST-Sudbury Wolves,NB,2022-01-09
2,TEST-CarolynPrice,TEST-TEST-CarolynPrice,TEST-Niagara IceDogs,QC,2022-01-10
2,TEST-MichaelOwen,TEST-TEST-MichaelOwen,TEST-Sudbury Wolves,NB,2022-02-08
7,TEST-CrystalRobertson,TEST-TEST-CrystalRobertson,TEST-Owen Sound Attack,NS,2022-02-22
9,TEST-ManuelDubois,TEST-TEST-ManuelDubois,TEST-Ottawa 67's,BC,2022-01-19
4,TEST-HavanaLittle,TEST-TEST-HavanaLittle,TEST-Guelph Storm,NU,2022-02-09
9,TEST-AdaFlanders,TEST-TEST-AdaFlanders,TEST-Hamilton Bulldogs,BC,2022-01-30
9,TEST-DenisSaunders,TEST-TEST-DenisSaunders,TEST-Barrie Colts,ON,2022-01-17
3,TEST-IvettePotter,TEST-TEST-IvettePotter,TEST-Ottawa 67's,BC,2022-02-24
8,TEST-GraceReynolds,TEST-TEST-GraceReynolds,TEST-Oshawa Generals,AB,2022-02-24
8,TEST-MarvinRose,TEST-TEST-MarvinRose,TEST-Sudbury Wolves,NB,2022-02-20
6,TEST-JohnEllis,TEST-TEST-JohnEllis,TEST-Barrie Colts,ON,2022-02-17
10,TEST-SofieColl,TEST-TEST-SofieColl,TEST-Oshawa Generals,AB,2022-01-22
8,TEST-RyleeSaunders,TEST-TEST-RyleeSaunders,TEST-Owen Sound Attack,NS,2022-01-16
8,TEST-AudreyAshley,TEST-TEST-AudreyAshley,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-16
7,TEST-SebastianRogan,TEST-TEST-SebastianRogan,TEST-Owen Sound Attack,NS,2022-02-20
3,TEST-KatelynSimpson,TEST-TEST-KatelynSimpson,TEST-Niagara IceDogs,QC,2022-02-25
9,TEST-SelenaTate,TEST-TEST-SelenaTate,TEST-Peterborough Petes,YT,2022-03-03
3,TEST-LoganRussel,TEST-TEST-LoganRussel,TEST-Windsor Spitfires,AB,2022-02-10
4,TEST-GeorgeParker,TEST-TEST-GeorgeParker,TEST-Owen Sound Attack,NS,2022-01-03
1,TEST-ChadHolt,TEST-TEST-ChadHolt,TEST-Niagara IceDogs,QC,2022-02-19
8,TEST-EmmanuelleShea,TEST-TEST-EmmanuelleShea,TEST-Kitchener Rangers,NS,2022-01-27
9,TEST-LukeEdley,TEST-TEST-LukeEdley,TEST-Mississauga Steelheads,MB,2022-01-11
6,TEST-GretaHamilton,TEST-TEST-GretaHamilton,TEST-Ottawa 67's,BC,2022-03-01
8,TEST-MarlaEvans,TEST-TEST-MarlaEvans,TEST-Sudbury Wolves,NB,2022-01-25
10,TEST-MattShepherd,TEST-TEST-MattShepherd,TEST-Ottawa 67's,BC,2022-01-18
3,TEST-KateMcguire,TEST-TEST-KateMcguire,TEST-London Knights,NL,2022-01-13
4,TEST-CamilaCalderwood,TEST-TEST-CamilaCalderwood,TEST-Sarnia Sting,MB,2022-01-17
3,TEST-SebastianCowan,TEST-TEST-SebastianCowan,TEST-Windsor Spitfires,AB,2022-02-21
1,TEST-PiperWright,TEST-TEST-PiperWright,TEST-Owen Sound Attack,NS,2022-03-01
2,TEST-MarigoldRussell,TEST-TEST-MarigoldRussell,TEST-London Knights,NL,2022-01-20
4,TEST-CamilaGray,TEST-TEST-CamilaGray,TEST-Peterborough Petes,YT,2022-01-03
3,TEST-RaquelCampbell,TEST-TEST-RaquelCampbell,TEST-Sudbury Wolves,NB,2022-02-28
4,TEST-EliseSwift,TEST-TEST-EliseSwift,TEST-London Knights,NL,2022-01-05
6,TEST-JosephSummers,TEST-TEST-JosephSummers,TEST-Sudbury Wolves,NB,2022-01-03
5,TEST-AngelicaAllcott,TEST-TEST-AngelicaAllcott,TEST-Mississauga Steelheads,MB,2022-02-08
9,TEST-VivianDrummond,TEST-TEST-VivianDrummond,TEST-Peterborough Petes,YT,2022-01-30
7,TEST-SkylarKnott,TEST-TEST-SkylarKnott,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-16
7,TEST-AlbaWoodley,TEST-TEST-AlbaWoodley,TEST-Guelph Storm,NU,2022-02-21
5,TEST-ErickBooth,TEST-TEST-ErickBooth,TEST-Sudbury Wolves,NB,2022-02-17
4,TEST-RyanGoldsmith,TEST-TEST-RyanGoldsmith,TEST-Kitchener Rangers,NS,2022-01-12
10,TEST-JoycePalmer,TEST-TEST-JoycePalmer,TEST-Kitchener Rangers,NS,2022-01-08
6,TEST-ChrisWhitehouse,TEST-TEST-ChrisWhitehouse,TEST-Oshawa Generals,AB,2022-02-23
8,TEST-JenniferThorne,TEST-TEST-JenniferThorne,TEST-Kingston Frontenacs,PE,2022-01-20
7,TEST-HankClifton,TEST-TEST-HankClifton,TEST-North Bay Battalion,NT,2022-02-25
4,TEST-TonyEdwards,TEST-TEST-TonyEdwards,TEST-Peterborough Petes,YT,2022-02-04
10,TEST-OliverRobe,TEST-TEST-OliverRobe,TEST-Guelph Storm,NU,2022-01-07
4,TEST-MatthewWilde,TEST-TEST-MatthewWilde,TEST-Mississauga Steelheads,MB,2022-02-22
9,TEST-GeorgeWright,TEST-TEST-GeorgeWright,TEST-Peterborough Petes,YT,2022-01-24
2,TEST-AnabelleUtterson,TEST-TEST-AnabelleUtterson,TEST-Sault Ste. Marie Greyhounds,SK,2022-03-01
2,TEST-MargotClayton,TEST-TEST-MargotClayton,TEST-Guelph Storm,NU,2022-02-04
3,TEST-MileyNicolas,TEST-TEST-MileyNicolas,TEST-Sarnia Sting,MB,2022-03-01
8,TEST-RickAllen,TEST-TEST-RickAllen,TEST-Owen Sound Attack,NS,2022-02-06
9,TEST-HankJordan,TEST-TEST-HankJordan,TEST-Ottawa 67's,BC,2022-02-01
5,TEST-ErickSpencer,TEST-TEST-ErickSpencer,TEST-Sault Ste. Marie Greyhounds,SK,2022-01-23
9,TEST-AlexanderDrew,TEST-TEST-AlexanderDrew,TEST-London Knights,NL,2022-01-30
6,TEST-EvieHepburn,TEST-TEST-EvieHepburn,TEST-Hamilton Bulldogs,BC,2022-01-17
5,TEST-BreeSmith,TEST-TEST-BreeSmith,TEST-Sarnia Sting,MB,2022-01-30
2,TEST-AnalisePhillips,TEST-TEST-AnalisePhillips,TEST-Niagara IceDogs,QC,2022-02-02
8,TEST-HankEdwards,TEST-TEST-HankEdwards,TEST-Peterborough Petes,YT,2022-02-08
10,TEST-AliceMurphy,TEST-TEST-AliceMurphy,TEST-Mississauga Steelheads,MB,2022-01-17
2,TEST-GwenSwift,TEST-TEST-GwenSwift,TEST-Hamilton Bulldogs,BC,2022-01-21
5,TEST-BartSlater,TEST-TEST-BartSlater,TEST-Guelph Storm,NU,2022-01-11
9,TEST-ShayKnott,TEST-TEST-ShayKnott,TEST-Sudbury Wolves,NB,2022-02-05
4,TEST-MikeBaker,TEST-TEST-MikeBaker,TEST-Barrie Colts,ON,2022-01-21
5,TEST-DougHarper,TEST-TEST-DougHarper,TEST-Windsor Spitfires,AB,2022-01-05
4,TEST-ErickKnight,TEST-TEST-ErickKnight,TEST-Sudbury Wolves,NB,2022-01-17
9,TEST-DarleneEllery,TEST-TEST-DarleneEllery,TEST-Peterborough Petes,YT,2022-01-15
10,TEST-TomAppleton,TEST-TEST-TomAppleton,TEST-Owen Sound Attack,NS,2022-02-03
7,TEST-BernadetteNorton,TEST-TEST-BernadetteNorton,TEST-North Bay Battalion,NT,2022-02-07
2,TEST-GretaHealy,TEST-TEST-GretaHealy,TEST-Peterborough Petes,YT,2022-02-16
4,TEST-BridgetAndersson,TEST-TEST-BridgetAndersson,TEST-Guelph Storm,NU,2022-01-27
6,TEST-KamilaJarvis,TEST-TEST-KamilaJarvis,TEST-Windsor Spitfires,AB,2022-02-08
9,TEST-JulianBradshaw,TEST-TEST-JulianBradshaw,TEST-Ottawa 67's,BC,2022-02-03
4,TEST-JohnathanAllen,TEST-TEST-JohnathanAllen,TEST-Hamilton Bulldogs,BC,2022-01-29
8,TEST-EthanNash,TEST-TEST-EthanNash,TEST-Sarnia Sting,MB,2022-02-22
5,TEST-ErickFox,TEST-TEST-ErickFox,TEST-Owen Sound Attack,NS,2022-01-16
4,TEST-JoyMackenzie,TEST-TEST-JoyMackenzie,TEST-Kitchener Rangers,NS,2022-01-04
4,TEST-RogerOgilvy,TEST-TEST-RogerOgilvy,TEST-London Knights,NL,2022-02-05
3,TEST-ChrisBarclay,TEST-TEST-ChrisBarclay,TEST-Peterborough Petes,YT,2022-03-03
4,TEST-TonyPond,TEST-TEST-TonyPond,TEST-Peterborough Petes,YT,2022-02-11
9,TEST-SaraSamuel,TEST-TEST-SaraSamuel,TEST-Windsor Spitfires,AB,2022-02-20
10,TEST-BritneyDrummond,TEST-TEST-BritneyDrummond,TEST-Sudbury Wolves,NB,2022-01-08
3,TEST-ElijahMorgan,TEST-TEST-ElijahMorgan,TEST-North Bay Battalion,NT,2022-01-01
7,TEST-GemmaMartin,TEST-TEST-GemmaMartin,TEST-Ottawa 67's,BC,2022-01-05
1,TEST-SageHunter,TEST-TEST-SageHunter,TEST-Mississauga Steelheads,MB,2022-01-22
10,TEST-KassandraFulton,TEST-TEST-KassandraFulton,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-27
5,TEST-MasonWoods,TEST-TEST-MasonWoods,TEST-Oshawa Generals,AB,2022-02-24
8,TEST-JuliusRose,TEST-TEST-JuliusRose,TEST-Owen Sound Attack,NS,2022-02-04
1,TEST-RonaldWillis,TEST-TEST-RonaldWillis,TEST-Barrie Colts,ON,2022-01-17
5,TEST-BritneyShepherd,TEST-TEST-BritneyShepherd,TEST-Peterborough Petes,YT,2022-03-01
7,TEST-RubyRodwell,TEST-TEST-RubyRodwell,TEST-Kitchener Rangers,NS,2022-02-10
10,TEST-StacyFulton,TEST-TEST-StacyFulton,TEST-Sudbury Wolves,NB,2022-01-30
4,TEST-LeroyPrice,TEST-TEST-LeroyPrice,TEST-Guelph Storm,NU,2022-01-16
5,TEST-BradPage,TEST-TEST-BradPage,TEST-Oshawa Generals,AB,2022-01-30
10,TEST-HollyJenkin,TEST-TEST-HollyJenkin,TEST-Ottawa 67's,BC,2022-03-02
10,TEST-KarenRycroft,TEST-TEST-KarenRycroft,TEST-Sarnia Sting,MB,2022-03-03
6,TEST-SamaraIngram,TEST-TEST-SamaraIngram,TEST-Mississauga Steelheads,MB,2022-01-30
9,TEST-MarilynYoman,TEST-TEST-MarilynYoman,TEST-Windsor Spitfires,AB,2022-01-05
6,TEST-JohnathanKing,TEST-TEST-JohnathanKing,TEST-Ottawa 67's,BC,2022-02-15
6,TEST-DianeHastings,TEST-TEST-DianeHastings,TEST-Guelph Storm,NU,2022-01-28
10,TEST-PeterKent,TEST-TEST-PeterKent,TEST-Barrie Colts,ON,2022-01-10
4,TEST-AnthonyStone,TEST-TEST-AnthonyStone,TEST-Barrie Colts,ON,2022-02-03
6,TEST-LexiBurnley,TEST-TEST-LexiBurnley,TEST-Niagara IceDogs,QC,2022-02-10
6,TEST-RosaleeBriggs,TEST-TEST-RosaleeBriggs,TEST-Sarnia Sting,MB,2022-02-25
1,TEST-GretaDickson,TEST-TEST-GretaDickson,TEST-Oshawa Generals,AB,2022-01-16
9,TEST-LukeTurner,TEST-TEST-LukeTurner,TEST-Peterborough Petes,YT,2022-02-24
9,TEST-ClarissaClayton,TEST-TEST-ClarissaClayton,TEST-Kingston Frontenacs,PE,2022-02-06
7,TEST-BreeAddison,TEST-TEST-BreeAddison,TEST-Niagara IceDogs,QC,2022-01-09
10,TEST-OliverGiles,TEST-TEST-OliverGiles,TEST-Sudbury Wolves,NB,2022-02-14
6,TEST-CamelliaCooper,TEST-TEST-CamelliaCooper,TEST-Kitchener Rangers,NS,2022-01-13
2,TEST-SamaraDevonport,TEST-TEST-SamaraDevonport,TEST-Oshawa Generals,AB,2022-02-22
9,TEST-ColleenKnight,TEST-TEST-ColleenKnight,TEST-Guelph Storm,NU,2022-03-01
5,TEST-AureliaJames,TEST-TEST-AureliaJames,TEST-Kingston Frontenacs,PE,2022-02-06
7,TEST-RowanLloyd,TEST-TEST-RowanLloyd,TEST-Owen Sound Attack,NS,2022-01-15
1,TEST-BorisMorgan,TEST-TEST-BorisMorgan,TEST-Niagara IceDogs,QC,2022-02-18
9,TEST-RoseEdler,TEST-TEST-RoseEdler,TEST-Niagara IceDogs,QC,2022-02-24
